ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0001764,neuron migration,4/92,189/18986,0.021164021,4.367609846,3.246726164,0.013471734,0.049815893,0.031829047,NR4A2/CXCL12/CDK5/AXL,4
BP,GO:0045766,positive regulation of angiogenesis,4/92,189/18986,0.021164021,4.367609846,3.246726164,0.013471734,0.049815893,0.031829047,KDR/CYP1B1/PRKCB/FGF2,4
CC,GO:0098687,chromosomal region,13/92,404/19960,0.032178218,6.981274214,8.26476689,4.15E-08,9.58E-06,6.46E-06,RAD51/PLK1/PARP1/FEN1/CDK1/AURKB/NEK2/CCNB1/TOP2A/APEX1/DNMT1/CHEK1/AURKA,13
CC,GO:0045177,apical part of cell,13/92,474/19960,0.02742616,5.950284351,7.422397262,2.63E-07,2.90E-05,1.95E-05,SLC16A3/KCNA5/CFTR/CA4/CA2/CA12/ABCG2/ABCB1/PRKCZ/PDGFRB/SLC2A1/MGAM/IGFBP2,13
CC,GO:0016324,apical plasma membrane,12/92,408/19960,0.029411765,6.381074169,7.472908978,3.76E-07,2.90E-05,1.95E-05,SLC16A3/KCNA5/CFTR/CA4/CA12/ABCG2/ABCB1/PRKCZ/PDGFRB/SLC2A1/MGAM/IGFBP2,12
CC,GO:0005641,nuclear envelope lumen,3/92,11/19960,0.272727273,59.16996047,13.13169458,1.52E-05,0.000713921,0.000481478,ALOX5/BCHE/PTGES,3
CC,GO:0043073,germ cell nucleus,5/92,68/19960,0.073529412,15.95268542,8.404669783,1.55E-05,0.000713921,0.000481478,RAD51/TOP2A/DNMT1/AURKA/SLC2A1,5
CC,GO:0045120,pronucleus,3/92,14/19960,0.214285714,46.49068323,11.58630074,3.32E-05,0.001164285,0.000785209,CCNA2/AURKA/SLC2A1,3
CC,GO:0005876,spindle microtubule,5/92,83/19960,0.060240964,13.06966998,7.497996787,4.08E-05,0.001164285,0.000785209,PLK1/CDK1/CALM1/AURKB/AURKA,5
CC,GO:1902554,serine/threonine protein kinase complex,6/92,139/19960,0.043165468,9.365029715,6.734391101,4.47E-05,0.001164285,0.000785209,DAPK1/CDK5/CDK1/CCNB1/PRKCZ/CCNA2,6
CC,GO:0030496,midbody,7/92,207/19960,0.033816425,7.336693972,6.236165058,4.85E-05,0.001164285,0.000785209,PLK1/CDK1/AURKB/NEK2/AURKA/SLC2A1/HSP90B1,7
CC,GO:0000793,condensed chromosome,8/92,284/19960,0.028169014,6.111451317,5.903658383,5.04E-05,0.001164285,0.000785209,RAD51/PLK1/AURKB/NEK2/CCNB1/TOP2A/CHEK1/AURKA,8
CC,GO:0001674,female germ cell nucleus,3/92,17/19960,0.176470588,38.28644501,10.46565518,6.15E-05,0.001291332,0.000870891,DNMT1/AURKA/SLC2A1,3
CC,GO:1902911,protein kinase complex,6/92,153/19960,0.039215686,8.508098892,6.343845185,7.62E-05,0.001466668,0.000989141,DAPK1/CDK5/CDK1/CCNB1/PRKCZ/CCNA2,6
CC,GO:0009897,external side of plasma membrane,9/92,407/19960,0.022113022,4.797564363,5.267225052,0.0001089,0.001935065,0.001305034,P4HB/KIT/KDR/CXCL12/CA4/ABCG2/ABCB1/F10/PLAU,9
CC,GO:0000781,"chromosome, telomeric region",6/92,173/19960,0.034682081,7.524503644,5.8649833,0.000149663,0.002440259,0.001645743,RAD51/PARP1/FEN1/CDK1/APEX1/CHEK1,6
CC,GO:0000307,cyclin-dependent protein kinase holoenzyme complex,4/92,59/19960,0.06779661,14.70891673,7.175925504,0.000158458,0.002440259,0.001645743,CDK5/CDK1/CCNB1/CCNA2,4
CC,GO:0031526,brush border membrane,4/92,60/19960,0.066666667,14.46376812,7.107255649,0.000169182,0.002442558,0.001647294,CA4/ABCG2/SLC28A3/PRKCB,4
CC,GO:0000922,spindle pole,6/92,180/19960,0.033333333,7.231884058,5.715164048,0.000185692,0.002523224,0.001701696,PLK1/CALM1/AURKB/NEK2/CCNB1/AURKA,6
CC,GO:0000775,"chromosome, centromeric region",7/92,262/19960,0.026717557,5.796548291,5.318077077,0.000210043,0.002695548,0.001817914,PLK1/AURKB/NEK2/CCNB1/TOP2A/DNMT1/AURKA,7
CC,GO:0061695,"transferase complex, transferring phosphorus-containing groups",7/92,302/19960,0.023178808,5.02879355,4.800594756,0.000494823,0.006016004,0.004057273,PIK3R1/DAPK1/CDK5/CDK1/CCNB1/PRKCZ/CCNA2,7
CC,GO:0000794,condensed nuclear chromosome,4/92,81/19960,0.049382716,10.71390231,5.961083444,0.000536226,0.006193414,0.004176921,RAD51/PLK1/NEK2/CHEK1,4
CC,GO:0005788,endoplasmic reticulum lumen,7/92,314/19960,0.022292994,4.836610357,4.662959851,0.000623377,0.006857145,0.00462455,PTGS2/P4HB/BCHE/IL6/F10/IGFBP3/HSP90B1,7
CC,GO:0051233,spindle midzone,3/92,38/19960,0.078947368,17.12814645,6.77167359,0.000711259,0.007468218,0.005036666,PLK1/AURKB/AURKA,3
CC,GO:0097431,mitotic spindle pole,3/92,39/19960,0.076923077,16.68896321,6.673554438,0.00076797,0.007542277,0.005086612,PLK1/AURKB/AURKA,3
CC,GO:0000228,nuclear chromosome,6/92,236/19960,0.025423729,5.515843773,4.74879739,0.000783613,0.007542277,0.005086612,RAD51/PLK1/PARP1/NEK2/TOP2A/CHEK1,6
CC,GO:0001939,female pronucleus,2/92,10/19960,0.2,43.39130435,9.124131939,0.000923197,0.008530336,0.005752972,CCNA2/SLC2A1,2
CC,GO:0034663,endoplasmic reticulum chaperone complex,2/92,11/19960,0.181818182,39.44664032,8.67921405,0.001124968,0.009994911,0.006740701,P4HB/HSP90B1,2
CC,GO:0000776,kinetochore,5/92,173/19960,0.028901734,6.270419703,4.737666684,0.001235955,0.010574278,0.007131434,PLK1/AURKB/NEK2/CCNB1/AURKA,5
CC,GO:0043209,myelin sheath,3/92,48/19960,0.0625,13.55978261,5.928318477,0.00141057,0.011637205,0.007848286,CALM1/CA2/PRKCZ,3
CC,GO:0005903,brush border,4/92,109/19960,0.036697248,7.96170722,4.959341743,0.001625752,0.012382226,0.008350738,CA4/ABCG2/SLC28A3/PRKCB,4
CC,GO:0000779,"condensed chromosome, centromeric region",5/92,185/19960,0.027027027,5.863689777,4.52251183,0.001661684,0.012382226,0.008350738,PLK1/AURKB/NEK2/CCNB1/AURKA,5
CC,GO:0101002,ficolin-1-rich granule,5/92,185/19960,0.027027027,5.863689777,4.52251183,0.001661684,0.012382226,0.008350738,MMP9/EEF1A1/ALOX5/MIF/MGAM,5
CC,GO:0098574,cytoplasmic side of lysosomal membrane,2/92,14/19960,0.142857143,30.99378882,7.639301787,0.001844631,0.013215664,0.00891282,EEF1A2/EEF1A1,2
CC,GO:0005874,microtubule,8/92,489/19960,0.016359918,3.549390949,3.884033507,0.001887952,0.013215664,0.00891282,PLK1/CDK5/CDK1/CALM1/AURKB/NEK2/DNM1/AURKA,8
CC,GO:0005635,nuclear envelope,8/92,498/19960,0.016064257,3.485245329,3.821874577,0.002114651,0.01436719,0.009689424,SLC16A3/PTGS2/PARP1/ALOX5/BCHE/PTGES/PRKCZ/ALOX5AP,8
CC,GO:1904813,ficolin-1-rich granule lumen,4/92,124/19960,0.032258065,6.998597475,4.559526459,0.002601707,0.017171264,0.011580529,MMP9/EEF1A1/ALOX5/MIF,4
CC,GO:0000940,outer kinetochore,2/92,20/19960,0.1,21.69565217,6.301120205,0.003782816,0.024273067,0.016370079,PLK1/CCNB1,2
CC,GO:0005819,spindle,7/92,434/19960,0.016129032,3.499298738,3.582140527,0.003926031,0.024511169,0.016530658,PLK1/CDK1/CALM1/AURKB/NEK2/CCNB1/AURKA,7
CC,GO:0044305,calyx of Held,2/92,21/19960,0.095238095,20.66252588,6.134561081,0.004168515,0.025340181,0.017089755,CALM1/PRKCB,2
CC,GO:0097038,perinuclear endoplasmic reticulum,2/92,22/19960,0.090909091,19.72332016,5.979152567,0.004571671,0.027078357,0.018262004,PIK3R1/NOX4,2
CC,GO:0005657,replication fork,3/92,75/19960,0.04,8.67826087,4.533325721,0.005035717,0.029081266,0.019612793,PARP1/DNMT1/CHEK1,3
CC,GO:0099523,presynaptic cytosol,2/92,24/19960,0.083333333,18.07971014,5.697093296,0.005429692,0.030591681,0.020631437,CALM1/PRKCB,2
CC,GO:0030864,cortical actin cytoskeleton,3/92,80/19960,0.0375,8.135869565,4.351810078,0.006026779,0.033147284,0.02235497,EEF1A1/PRKCB/SLC2A1,3
CC,GO:0031253,cell projection membrane,6/92,358/19960,0.016759777,3.636142822,3.424888869,0.006250073,0.033575973,0.022644083,EEF1A1/CA9/CA4/ABCG2/SLC28A3/PRKCB,6
CC,GO:0005901,caveola,3/92,82/19960,0.036585366,7.937433722,4.283567918,0.006453506,0.033880906,0.022849734,PTGS2/KCNA5/SLC2A1,3
CC,GO:0016323,basolateral plasma membrane,5/92,264/19960,0.018939394,4.109025033,3.4603768,0.007532509,0.038666878,0.026077457,SLC16A3/CA9/CA12/AURKA/SLC2A1,5
CC,GO:0098862,cluster of actin-based cell projections,4/92,173/19960,0.023121387,5.016335763,3.610350068,0.008430663,0.042336591,0.028552361,CA4/ABCG2/SLC28A3/PRKCB,4
MF,GO:0004674,protein serine/threonine kinase activity,13/92,429/18737,0.03030303,6.171607378,7.611756719,1.72E-07,5.03E-05,3.52E-05,PLK1/DAPK1/CDK5/CDK1/AURKB/NEK2/PRKCZ/PRKCH/PRKCE/PRKCB/CHEK1/AURKA/MYLK,13
MF,GO:0106310,protein serine kinase activity,12/92,363/18737,0.033057851,6.732662594,7.747453826,2.10E-07,5.03E-05,3.52E-05,PLK1/DAPK1/CDK5/CDK1/AURKB/NEK2/PRKCZ/PRKCH/PRKCE/PRKCB/CHEK1/AURKA,12
MF,GO:0004089,carbonate dehydratase activity,4/92,15/18737,0.266666667,54.31014493,14.50876782,7.13E-07,0.000113144,7.92E-05,CA9/CA4/CA2/CA12,4
MF,GO:0004697,diacylglycerol-dependent serine/threonine kinase activity,4/92,16/18737,0.25,50.91576087,14.03086105,9.47E-07,0.000113144,7.92E-05,PRKCZ/PRKCH/PRKCE/PRKCB,4
MF,GO:0016836,hydro-lyase activity,5/92,61/18737,0.081967213,16.69369209,8.623811816,1.22E-05,0.001170715,0.000819835,CYP1B1/CA9/CA4/CA2/CA12,5
MF,GO:0140996,histone H3 kinase activity,3/92,12/18737,0.25,50.91576087,12.14978419,2.44E-05,0.001944464,0.001361681,PRKCB/CHEK1/AURKA,3
MF,GO:0031994,insulin-like growth factor I binding,3/92,13/18737,0.230769231,46.99916388,11.65395821,3.16E-05,0.002158982,0.001511905,IGFBP6/IGFBP3/IGFBP2,3
MF,GO:0016835,carbon-oxygen lyase activity,5/92,79/18737,0.063291139,12.89006604,7.439032,4.33E-05,0.002515394,0.001761496,CYP1B1/CA9/CA4/CA2/CA12,5
MF,GO:0019838,growth factor binding,6/92,132/18737,0.045454545,9.257411067,6.68755231,4.74E-05,0.002515394,0.001761496,KIT/KDR/PDGFRB/IGFBP6/IGFBP3/IGFBP2,6
MF,GO:0005520,insulin-like growth factor binding,3/92,19/18737,0.157894737,32.15732265,9.544613998,0.000104857,0.00501218,0.003509961,IGFBP6/IGFBP3/IGFBP2,3
MF,GO:0004879,nuclear receptor activity,4/92,59/18737,0.06779661,13.80766396,6.921208037,0.000201501,0.00734619,0.005144436,NR4A2/AR/THRB/PPARG,4
MF,GO:0004714,transmembrane receptor protein tyrosine kinase activity,4/92,60/18737,0.066666667,13.57753623,6.854389847,0.000215088,0.00734619,0.005144436,KIT/KDR/AXL/PDGFRB,4
MF,GO:0098531,ligand-activated transcription factor activity,4/92,60/18737,0.066666667,13.57753623,6.854389847,0.000215088,0.00734619,0.005144436,NR4A2/AR/THRB/PPARG,4
MF,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",3/92,24/18737,0.125,25.45788043,8.421779923,0.00021516,0.00734619,0.005144436,PTGS2/ALOX5/ALOX5AP,3
MF,GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",3/92,25/18737,0.12,24.43956522,8.237787983,0.000243633,0.00751077,0.005259689,PTGS2/ALOX5/ALOX5AP,3
MF,GO:0016853,isomerase activity,6/92,180/18737,0.033333333,6.788768116,5.481755746,0.000260262,0.00751077,0.005259689,P4HB/CFTR/MIF/TOP2A/PTGES/PMM2,6
MF,GO:0035173,histone kinase activity,7/92,256/18737,0.02734375,5.568911345,5.170364237,0.000267119,0.00751077,0.005259689,DAPK1/CDK5/CDK1/NEK2/PRKCB/CHEK1/AURKA,7
MF,GO:0016829,lyase activity,6/92,201/18737,0.029850746,6.079493835,5.085827369,0.000468954,0.012453342,0.008720905,CYP1B1/CA9/CA4/CA2/CA12/ALOX5AP,6
MF,GO:0042910,xenobiotic transmembrane transporter activity,3/92,32/18737,0.09375,19.09341033,7.195611777,0.000512498,0.012893381,0.009029058,ABCG2/ABCB1/SLC2A1,3
MF,GO:0071889,14-3-3 protein binding,3/92,33/18737,0.090909091,18.51482213,7.073699607,0.000561751,0.013425854,0.009401941,CFTR/PRKCZ/PRKCE,3
MF,GO:0019199,transmembrane receptor protein kinase activity,4/92,79/18737,0.050632911,10.31205283,5.826095395,0.000617315,0.014051263,0.009839907,KIT/KDR/AXL/PDGFRB,4
MF,GO:0019903,protein phosphatase binding,5/92,144/18737,0.034722222,7.071633454,5.137634627,0.000719236,0.015627045,0.010943405,PIK3R1/NEK2/PTPN1/STAT1/HSP90B1,5
MF,GO:0016209,antioxidant activity,4/92,86/18737,0.046511628,9.472699697,5.531859446,0.000849994,0.016929038,0.011855173,PTGS2/NQO1/PTGES/ALOX5AP,4
MF,GO:0050660,flavin adenine dinucleotide binding,4/92,86/18737,0.046511628,9.472699697,5.531859446,0.000849994,0.016929038,0.011855173,XDH/NOX4/MAOB/MAOA,4
MF,GO:0072341,modified amino acid binding,4/92,88/18737,0.045454545,9.257411067,5.453918267,0.00092645,0.017713727,0.01240468,NOX4/AXL/PTGES/TYMS,4
MF,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",3/92,41/18737,0.073170732,14.90217391,6.259670231,0.001066863,0.019544508,0.013686751,ALDH2/AKR1B10/ALDH1A2,3
MF,GO:0051213,dioxygenase activity,4/92,93/18737,0.043010753,8.759700795,5.269483652,0.001138586,0.019544508,0.013686751,PTGS2/P4HB/ALOX5/ALOX5AP,4
MF,GO:0042056,chemoattractant activity,3/92,42/18737,0.071428571,14.54736025,6.174015974,0.001144867,0.019544508,0.013686751,PGF/MIF/FGF2,3
MF,GO:0004523,RNA-DNA hybrid ribonuclease activity,2/92,11/18737,0.181818182,37.02964427,8.396242357,0.00127437,0.021005126,0.014709602,FEN1/APEX1,2
MF,GO:0001223,transcription coactivator binding,3/92,45/18737,0.066666667,13.57753623,5.933693459,0.001400175,0.022309449,0.015623001,AR/THRB/STAT1,3
MF,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",3/92,47/18737,0.063829787,12.99976873,5.785865226,0.001588704,0.024496785,0.017154763,ALDH2/AKR1B10/ALDH1A2,3
MF,GO:0140359,ABC-type transporter activity,3/92,48/18737,0.0625,12.72894022,5.71528008,0.001688633,0.02522395,0.017663986,CFTR/ABCG2/ABCB1,3
MF,GO:0043560,insulin receptor substrate binding,2/92,13/18737,0.153846154,31.33277592,7.684854963,0.00179577,0.025964502,0.018182584,PIK3R1/PRKCZ,2
MF,GO:0004252,serine-type endopeptidase activity,5/92,178/18737,0.028089888,5.720872008,4.445351429,0.001846847,0.025964502,0.018182584,MMP9/MMP13/MMP12/F10/PLAU,5
MF,GO:0008559,ABC-type xenobiotic transporter activity,2/92,14/18737,0.142857143,29.0947205,7.386729128,0.002088382,0.02699492,0.018904172,ABCG2/ABCB1,2
MF,GO:0016888,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters",2/92,14/18737,0.142857143,29.0947205,7.386729128,0.002088382,0.02699492,0.018904172,FEN1/APEX1,2
MF,GO:0016860,intramolecular oxidoreductase activity,3/92,53/18737,0.056603774,11.5280968,5.391430778,0.002247037,0.02699492,0.018904172,P4HB/MIF/PTGES,3
MF,GO:0019207,kinase regulator activity,6/92,273/18737,0.021978022,4.476110846,4.064088936,0.00226778,0.02699492,0.018904172,PIK3R1/CALM1/CCNB1/PRKCH/CCNA2/SNCA,6
MF,GO:0050661,NADP binding,3/92,54/18737,0.055555556,11.31461353,5.331847163,0.002370824,0.02699492,0.018904172,HSD17B1/QDPR/HSD11B1,3
MF,GO:0051287,NAD binding,3/92,54/18737,0.055555556,11.31461353,5.331847163,0.002370824,0.02699492,0.018904172,PARP1/ALDH2/QDPR,3
MF,GO:0005126,cytokine receptor binding,6/92,277/18737,0.02166065,4.411473866,4.018067642,0.00243831,0.02699492,0.018904172,PIK3R1/PGF/CXCL12/MIF/IL6/STAT1,6
MF,GO:0019902,phosphatase binding,5/92,191/18737,0.02617801,5.331493285,4.226495005,0.002509507,0.02699492,0.018904172,PIK3R1/NEK2/PTPN1/STAT1/HSP90B1,5
MF,GO:0009055,electron transfer activity,4/92,116/18737,0.034482759,7.022863568,4.570689072,0.002563281,0.02699492,0.018904172,NOX4/MAOB/ALDH2/QDPR,4
MF,GO:0001221,transcription coregulator binding,4/92,117/18737,0.034188034,6.962839093,4.544722196,0.002644179,0.02699492,0.018904172,AR/THRB/STAT1/PPARG,4
MF,GO:0004029,aldehyde dehydrogenase (NAD+) activity,2/92,16/18737,0.125,25.45788043,6.874885128,0.00273638,0.02699492,0.018904172,ALDH2/ALDH1A2,2
MF,GO:0015562,efflux transmembrane transporter activity,2/92,16/18737,0.125,25.45788043,6.874885128,0.00273638,0.02699492,0.018904172,ABCG2/ABCB1,2
MF,GO:0016641,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor",2/92,16/18737,0.125,25.45788043,6.874885128,0.00273638,0.02699492,0.018904172,MAOB/MAOA,2
MF,GO:0008236,serine-type peptidase activity,5/92,195/18737,0.025641026,5.22212932,4.163146628,0.002744278,0.02699492,0.018904172,MMP9/MMP13/MMP12/F10/PLAU,5
MF,GO:0004601,peroxidase activity,3/92,57/18737,0.052631579,10.71910755,5.162101488,0.002767262,0.02699492,0.018904172,PTGS2/PTGES/ALOX5AP,3
MF,GO:0017171,serine hydrolase activity,5/92,199/18737,0.025125628,5.117161896,4.101514042,0.002994587,0.027364166,0.01916275,MMP9/MMP13/MMP12/F10/PLAU,5
MF,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",3/92,59/18737,0.050847458,10.35574797,5.055807074,0.003052906,0.027364166,0.01916275,PTGS2/PTGES/ALOX5AP,3
MF,GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,2/92,17/18737,0.117647059,23.96035806,6.652752297,0.003091349,0.027364166,0.01916275,ALDH2/ALDH1A2,2
MF,GO:0036041,long-chain fatty acid binding,2/92,17/18737,0.117647059,23.96035806,6.652752297,0.003091349,0.027364166,0.01916275,PPARG/ALOX5AP,2
MF,GO:0046965,nuclear retinoid X receptor binding,2/92,17/18737,0.117647059,23.96035806,6.652752297,0.003091349,0.027364166,0.01916275,NR4A2/PPARG,2
MF,GO:0003746,translation elongation factor activity,2/92,18/18737,0.111111111,22.62922705,6.448921474,0.003466691,0.029590684,0.02072195,EEF1A2/EEF1A1,2
MF,GO:0072542,protein phosphatase activator activity,2/92,18/18737,0.111111111,22.62922705,6.448921474,0.003466691,0.029590684,0.02072195,CALM1/IGFBP3,2
MF,GO:0046624,sphingolipid transporter activity,2/92,19/18737,0.105263158,21.4382151,6.260963952,0.003862201,0.032388281,0.022681069,ABCG2/ABCB1,2
MF,GO:0031072,heat shock protein binding,4/92,131/18737,0.030534351,6.218718885,4.210408189,0.003967359,0.032696512,0.022896919,KDR/CDK5/CDK1/SNCA,4
MF,GO:0016638,"oxidoreductase activity, acting on the CH-NH2 group of donors",2/92,20/18737,0.1,20.36630435,6.086880688,0.004277676,0.034656427,0.02426942,MAOB/MAOA,2
MF,GO:0016922,nuclear receptor binding,4/92,137/18737,0.02919708,5.946366233,4.08170148,0.004650836,0.035640597,0.024958621,PARP1/NR4A2/PRKCB/PPARG,4
MF,GO:0019211,phosphatase activator activity,2/92,21/18737,0.095238095,19.39648033,5.925009189,0.004712916,0.035640597,0.024958621,CALM1/IGFBP3,2
MF,GO:0005518,collagen binding,3/92,69/18737,0.043478261,8.854914934,4.5916449,0.004749853,0.035640597,0.024958621,MMP9/MMP13/MMP12,3
MF,GO:0004713,protein tyrosine kinase activity,4/92,138/18737,0.028985507,5.903276623,4.06099355,0.004771963,0.035640597,0.024958621,KIT/KDR/AXL/PDGFRB,4
MF,GO:0070851,growth factor receptor binding,4/92,138/18737,0.028985507,5.903276623,4.06099355,0.004771963,0.035640597,0.024958621,PGF/IL6/FGF2/PDGFRB,4
MF,GO:0008028,monocarboxylic acid transmembrane transporter activity,3/92,73/18737,0.04109589,8.369714116,4.431603197,0.005559628,0.040112415,0.028090174,SLC16A3/ABCG2/SLC2A1,3
MF,GO:0004602,glutathione peroxidase activity,2/92,23/18737,0.086956522,17.70982987,5.632533615,0.005641889,0.040112415,0.028090174,PTGES/ALOX5AP,2
MF,GO:0005158,insulin receptor binding,2/92,23/18737,0.086956522,17.70982987,5.632533615,0.005641889,0.040112415,0.028090174,PIK3R1/PTPN1,2
MF,GO:0003684,damaged DNA binding,3/92,74/18737,0.040540541,8.256609871,4.393494284,0.005774191,0.040112415,0.028090174,PARP1/FEN1/APEX1,3
MF,GO:0140993,histone modifying activity,7/92,438/18737,0.015981735,3.254888823,3.354282754,0.005790286,0.040112415,0.028090174,DAPK1/CDK5/CDK1/NEK2/PRKCB/CHEK1/AURKA,7
MF,GO:0016895,"DNA exonuclease activity, producing 5'-phosphomonoesters",2/92,25/18737,0.08,16.29304348,5.374709327,0.006647541,0.044152974,0.030919722,FEN1/APEX1,2
MF,GO:0042974,nuclear retinoic acid receptor binding,2/92,25/18737,0.08,16.29304348,5.374709327,0.006647541,0.044152974,0.030919722,NR4A2/PPARG,2
MF,GO:0005506,iron ion binding,4/92,153/18737,0.026143791,5.324524013,3.772815682,0.006850632,0.044152974,0.030919722,XDH/CYP1B1/ALOX5/SNCA,4
MF,GO:0033293,monocarboxylic acid binding,3/92,79/18737,0.037974684,7.734039626,4.21315879,0.0069212,0.044152974,0.030919722,PLA2G1B/PPARG/ALOX5AP,3
MF,GO:0019887,protein kinase regulator activity,5/92,243/18737,0.020576132,4.190597602,3.51650228,0.006938267,0.044152974,0.030919722,CALM1/CCNB1/PRKCH/CCNA2/SNCA,5
MF,GO:0004529,DNA exonuclease activity,2/92,26/18737,0.076923077,15.66638796,5.256691644,0.007178633,0.044152974,0.030919722,FEN1/APEX1,2
MF,GO:0043548,phosphatidylinositol 3-kinase binding,2/92,26/18737,0.076923077,15.66638796,5.256691644,0.007178633,0.044152974,0.030919722,PIK3R1/AXL,2
MF,GO:0070412,R-SMAD binding,2/92,26/18737,0.076923077,15.66638796,5.256691644,0.007178633,0.044152974,0.030919722,PARP1/PPARG,2
MF,GO:0044024,histone H2AS1 kinase activity,5/92,246/18737,0.020325203,4.139492754,3.481753316,0.007297249,0.044152974,0.030919722,DAPK1/CDK5/NEK2/CHEK1/AURKA,5
MF,GO:0140995,histone H2A kinase activity,5/92,246/18737,0.020325203,4.139492754,3.481753316,0.007297249,0.044152974,0.030919722,DAPK1/CDK5/NEK2/CHEK1/AURKA,5
MF,GO:0140097,"catalytic activity, acting on DNA",5/92,249/18737,0.020080321,4.089619347,3.447552131,0.00766903,0.045606584,0.031937665,RAD51/FEN1/TOP2A/APEX1/DNMT1,5
MF,GO:0004364,glutathione transferase activity,2/92,27/18737,0.074074074,15.08615137,5.145036949,0.007728312,0.045606584,0.031937665,PTGES/ALOX5AP,2
MF,GO:0099106,ion channel regulator activity,4/92,159/18737,0.025157233,5.123598578,3.667977161,0.007826743,0.045624185,0.031949991,CFTR/CALM1/PRKCZ/PRKCB,4
MF,GO:0005178,integrin binding,4/92,161/18737,0.02484472,5.059951391,3.634200045,0.008171396,0.046941855,0.032872737,P4HB/KDR/CXCL12/FGF2,4
MF,GO:0051393,alpha-actinin binding,2/92,28/18737,0.071428571,14.54736025,5.039176459,0.008296387,0.046941855,0.032872737,KCNA5/PPARG,2
MF,GO:0008083,growth factor activity,4/92,162/18737,0.024691358,5.028717123,3.617520735,0.008347401,0.046941855,0.032872737,PGF/CXCL12/IL6/FGF2,4
MF,GO:0004693,cyclin-dependent protein serine/threonine kinase activity,2/92,29/18737,0.068965517,14.04572714,4.938610411,0.008882668,0.048665366,0.034079688,CDK5/CDK1,2
MF,GO:0097472,cyclin-dependent protein kinase activity,2/92,29/18737,0.068965517,14.04572714,4.938610411,0.008882668,0.048665366,0.034079688,CDK5/CDK1,2
MF,GO:0046982,protein heterodimerization activity,6/92,363/18737,0.016528926,3.366331297,3.197997817,0.008959314,0.048665366,0.034079688,PIK3R1/P4HB/NR4A2/MCL1/TOP2A/AURKA,6
MF,GO:0016247,channel regulator activity,4/92,167/18737,0.023952096,4.87815673,3.536134691,0.00926477,0.049290976,0.034517794,CFTR/CALM1/PRKCZ/PRKCB,4
MF,GO:0001968,fibronectin binding,2/92,30/18737,0.066666667,13.57753623,4.842897642,0.009486966,0.049290976,0.034517794,IGFBP6/IGFBP3,2
MF,GO:0033764,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",2/92,30/18737,0.066666667,13.57753623,4.842897642,0.009486966,0.049290976,0.034517794,HSD17B1/HSD11B1,2
MF,GO:0051721,protein phosphatase 2A binding,2/92,30/18737,0.066666667,13.57753623,4.842897642,0.009486966,0.049290976,0.034517794,PTPN1/STAT1,2
MF,GO:0141108,transporter regulator activity,4/92,169/18737,0.023668639,4.820427065,3.504482215,0.009649394,0.049595809,0.034731265,CFTR/CALM1/PRKCZ/PRKCB,4
